customer_id,name,age,tenure_months,pay_cycle,base_income,credit_limit,city,signup_date,rent_amount,util_weekly
C001310,Stacy Buchanan,29,15,monthly,4808.09,6519.71,Adamshaven,2024-10-04,-1324.78,-58.96
C001311,Julie Ortiz,46,43,monthly,5747.57,9047.09,Brookstown,2024-09-06,-1331.67,-47.82
C001312,Christina Stevens,55,36,monthly,4978.93,7774.72,Bradymouth,2024-11-26,-1547.58,-66.6
C001313,Amanda Miller,31,19,monthly,4163.63,5946.35,Joneschester,2023-08-15,-1587.76,-67.11
C001314,David Duke,33,22,biweekly,3150.59,4880.7,New Jonathan,2023-11-01,-1093.34,-45.92
C001315,Jennifer Welch,51,19,biweekly,4648.23,6527.88,Amytown,2023-06-12,-1520.71,-64.64
C001316,Caleb Thomas,19,20,monthly,3670.68,5404.81,Lake Hollymouth,2024-11-22,-1119.91,-46.76
C001317,Shannon Miller,32,10,monthly,4826.2,6291.44,West James,2024-07-10,-1691.08,-42.8
C001318,Monica Taylor,40,42,biweekly,2829.91,5495.9,Lake Miranda,2023-08-30,-719.81,-23.63
C001319,Pamela Simmons,39,1,monthly,3691.24,4479.48,Port Bobby,2024-07-24,-1136.81,-34.58
C001320,Thomas Gray,41,26,biweekly,4757.37,7008.84,Port Shannonmouth,2023-07-15,-1239.54,-28.59
C001321,Sabrina Lowe,45,40,monthly,2882.92,5459.5,North Elizabethmouth,2024-09-07,-722.44,-34.69
C001322,Robert Mejia,24,1,monthly,5082.28,6148.74,Jonesview,2024-07-26,-1986.15,-75.32
C001323,Kenneth Howe,35,18,monthly,5112.67,7035.21,East Ashley,2023-08-28,-766.9,-70.39
C001324,Desiree Bryant,33,33,monthly,4163.3,6645.96,Port Kimberlyville,2024-01-07,-1128.49,-53.33
C001325,Sarah Thomas,50,49,monthly,3780.64,6986.77,North Adamhaven,2024-12-01,-1418.09,-27.59
C001326,Paige Jones,29,19,monthly,3617.88,5291.46,South Kyle,2023-04-01,-1667.68,-64.92
C001327,Yvette Wright,23,31,monthly,4127.46,6502.95,Wilkinsonville,2024-05-07,-1726.93,-50.11
C001328,James Ellis,19,35,monthly,3334.19,5751.03,Lake Brucebury,2024-08-28,-1283.4,-85.3
C001329,Andre Hernandez,28,53,monthly,3429.42,6765.31,East Dustin,2024-04-22,-514.41,-36.56
C001330,Ryan Simmons,34,27,biweekly,4669.58,6953.5,Craigburgh,2023-12-15,-1929.49,-73.37
C001331,Clayton Johnson,38,37,monthly,5239.04,8136.85,North Debra,2023-06-12,-1183.35,-32.03
C001332,Raymond Jackson,51,28,monthly,2883.36,4860.03,Nicholsfurt,2024-02-13,-432.5,-82.17
C001333,Nicholas Rivera,46,58,biweekly,5612.85,9635.43,West Timothyland,2023-09-10,-1488.52,-62.94
C001334,Laura Butler,21,16,monthly,3311.13,4773.36,East Christopherside,2024-05-24,-804.05,-40.81
C001335,Lorraine Boyd,42,12,monthly,4662.46,6194.95,North Amberfort,2024-07-12,-1634.23,-66.73
C001336,Melissa Garcia,46,6,monthly,5246.12,6595.35,East Michael,2023-07-18,-1250.76,-103.46
C001337,Roy Gordon,20,28,monthly,2962.69,4955.22,North Williamburgh,2023-08-04,-1102.44,-55.17
C001338,Nathaniel Smith,28,7,monthly,2889.98,3817.97,Diazport,2023-06-08,-1240.73,-61.79
C001339,Sarah Bryant,28,54,monthly,4050.21,7560.25,Burnetthaven,2023-10-09,-1474.09,-66.3
C001340,Madison Lewis,48,27,biweekly,4965.36,7308.43,Robertsonborough,2024-08-13,-2347.66,-89.44
C001341,Brandon Porter,21,8,monthly,1200.0,1840.0,Ashleychester,2024-01-23,-456.9,-55.7
C001342,Bobby Hamilton,35,1,monthly,3756.62,4557.94,Lake Seth,2023-11-05,-962.35,-42.63
C001343,Melissa Haney,19,22,monthly,5026.26,7131.51,Smithfort,2024-02-10,-1274.52,-77.62
C001344,Nicholas Torres,34,9,monthly,4404.33,5735.2,Serranoside,2023-10-06,-1469.34,-59.93
C001345,Mark Pierce,35,6,monthly,6703.01,8343.62,Markmouth,2023-11-18,-2252.58,-45.69
C001346,Lauren Moore,30,37,monthly,4380.66,7106.79,South Vincent,2023-08-08,-1946.78,-36.56
C001347,Brittany Valdez,30,2,monthly,5140.99,6269.18,Port Jennifer,2024-12-08,-2289.45,-27.28
C001348,Michael Adkins,31,43,monthly,5588.31,8855.97,New Taylor,2024-07-17,-1232.57,-41.22
C001349,Vanessa Hansen,33,12,monthly,3212.55,4455.06,Cunninghamview,2023-03-31,-481.88,-18.6
C001350,Ruth Riley,37,14,biweekly,1885.89,2963.07,New Caroline,2024-01-02,-681.32,-36.8
C001351,Jacqueline Robinson,19,3,monthly,3074.09,3838.9,Port Thomasfurt,2024-03-10,-1300.8,-46.98
C001352,Wendy Little,19,18,monthly,5421.96,7406.35,Owenston,2023-04-14,-2204.69,-18.6
C001353,John West,34,36,biweekly,4321.54,6985.85,Jasonburgh,2023-08-10,-1525.84,-61.08
C001354,Joseph Harris,37,18,monthly,4915.32,6798.38,North Erinton,2024-04-06,-1995.57,-91.23
C001355,Lindsay Fisher,36,37,monthly,5000.57,7850.69,Dylanmouth,2023-10-04,-1287.08,-63.57
C001356,Julia Tanner,57,30,biweekly,3482.65,5679.19,Port Coleview,2023-04-08,-1082.88,-46.69
C001357,Leslie Charles,34,11,biweekly,4558.87,6020.64,Port Lisa,2024-12-05,-1827.77,-67.75
C001358,Marcus Mason,37,30,monthly,2916.26,4999.51,Robertberg,2024-11-26,-955.11,-41.25
C001359,Joseph Armstrong,39,53,monthly,4244.9,7743.88,Louiston,2024-09-21,-1599.67,-58.89
C001360,John Hahn,52,25,monthly,2573.46,4338.16,Graymouth,2024-03-14,-738.24,-48.41
C001361,Kimberly Patterson,39,23,monthly,4073.6,6038.32,Hodgesville,2024-04-18,-1313.65,-73.0
C001362,Carrie Davila,37,6,biweekly,5299.93,6659.92,Port Johnland,2023-03-12,-1210.0,-49.68
C001363,Robin Moreno,29,40,monthly,4998.11,7997.73,Vegaville,2023-12-08,-2002.18,-57.79
C001364,Jennifer Farmer,22,1,monthly,4906.14,5937.37,Vanessaview,2023-02-28,-1765.45,-48.98
C001365,Terry Yoder,36,38,monthly,4289.29,7047.15,West Hollyshire,2024-06-08,-1337.73,-35.25
C001366,Courtney Serrano,38,1,monthly,3931.26,4767.51,Thomasmouth,2024-11-19,-1533.79,-73.8
C001367,Thomas West,26,64,monthly,5160.32,9392.38,Crawfordberg,2024-11-07,-2321.9,-56.35
C001368,Amy Mitchell,41,14,biweekly,5931.62,7817.95,West Zachary,2024-05-24,-2101.92,-72.1
C001369,Dana Johnson,31,48,biweekly,5363.07,8835.69,Geoffreyside,2024-08-09,-1725.23,-73.22
C001370,Michael Booth,25,35,biweekly,5064.63,7827.55,Danielbury,2024-03-03,-1985.58,-58.23
C001371,Elaine Pham,42,1,biweekly,4371.76,5296.11,Angelafurt,2023-06-15,-1488.04,-52.97
C001372,Kevin Lucero,46,33,biweekly,5383.72,8110.46,Elizabethton,2024-05-18,-1359.76,-45.13
C001373,John Sullivan,24,1,monthly,5925.23,7160.27,North Alejandrofurt,2024-08-28,-1596.65,-18.6
C001374,Maria Edwards,19,1,monthly,3082.82,3749.38,West Linda,2024-11-29,-916.28,-71.81
C001375,Matthew Salas,24,30,monthly,3307.36,5468.84,Rebeccamouth,2023-06-26,-1259.57,-51.45
C001376,Robert Myers,42,1,monthly,2126.33,2601.59,New Sarahburgh,2024-08-15,-318.95,-37.29
C001377,Ashley Johnson,43,41,monthly,6253.26,9553.91,Port Alexandria,2023-05-24,-1681.76,-57.1
C001378,Jacqueline Alvarado,29,31,biweekly,2747.67,4847.2,West Richardview,2023-11-16,-768.02,-24.93
C001379,David Brown,34,6,biweekly,3857.21,4928.66,Kennethfurt,2023-06-22,-1114.67,-68.55
C001380,Alexandra Johnson,24,28,monthly,7334.55,10201.45,North Jocelynville,2024-07-17,-3220.84,-54.89
C001381,Brendan Glover,36,19,biweekly,3922.53,5657.03,Susanberg,2023-03-25,-1755.39,-48.0
C001382,Daniel Nelson,36,12,monthly,3102.11,4322.53,East Matthewport,2024-04-05,-762.75,-19.37
C001383,Nicole Murray,46,43,biweekly,4147.3,7126.76,Lake Timothy,2024-09-25,-1188.45,-67.84
C001384,Katie Smith,32,26,monthly,3650.96,5681.15,Millerside,2024-02-02,-1308.07,-60.09
C001385,Matthew Walton,47,40,monthly,5854.54,9025.45,North Gregory,2023-07-23,-1479.54,-45.85
C001386,Joseph Watts,58,23,monthly,4379.72,6405.66,Floydville,2023-04-17,-1007.08,-50.69
C001387,Vanessa Cook,37,23,biweekly,4388.41,6416.09,Bryantborough,2023-08-20,-1832.8,-18.6
C001388,Nicholas Williams,19,1,biweekly,4377.73,5303.27,Shannonberg,2023-07-07,-1338.01,-55.36
C001389,Bridget Martin,40,26,monthly,4535.67,6742.8,Jerryborough,2024-07-24,-1679.87,-50.43
C001390,Nicholas Smith,30,31,biweekly,4948.01,7487.62,Jacksonburgh,2024-11-21,-1771.87,-58.33
C001391,Justin Garcia,41,31,monthly,3895.76,6224.91,Port Jonathanhaven,2023-10-19,-1250.03,-35.61
C001392,Caleb Rogers,34,68,monthly,4580.98,8897.17,West Brandon,2023-06-24,-1491.62,-35.23
C001393,Michelle Ramirez,23,7,biweekly,4771.29,6075.54,South Melissa,2023-03-17,-1451.57,-21.36
C001394,Mike Ward,42,9,monthly,4516.93,5870.31,West Victormouth,2023-04-20,-1332.96,-86.59
C001395,Jasmine Foley,53,21,biweekly,4041.34,5899.61,Lauraview,2024-06-10,-1575.04,-55.63
C001396,David Evans,35,46,monthly,3730.13,6776.15,Jonathanland,2024-05-16,-899.58,-33.41
C001397,Kevin Dalton,44,37,biweekly,2813.83,5226.59,Mayerburgh,2023-04-23,-635.42,-43.71
C001398,Brandon Ruiz,43,3,monthly,6288.71,7696.46,South Wyatt,2024-08-22,-2437.0,-64.05
C001399,James Crawford,22,51,monthly,2012.15,4964.58,Manningland,2024-06-09,-732.02,-27.32
C001400,Dawn Clark,35,68,monthly,3155.19,7186.22,West Paul,2023-12-22,-729.31,-58.51
C001401,Brittney Chapman,40,45,monthly,3172.47,6056.96,North Nicoleside,2023-06-14,-954.48,-54.09
C001402,Megan Andrade,30,15,biweekly,3950.93,5491.11,Pollardbury,2024-06-24,-1711.12,-30.1
C001403,Vickie Mcfarland,53,55,biweekly,4715.05,8408.06,West Johnton,2023-03-05,-1555.42,-52.8
C001404,Claire Wright,46,4,biweekly,3934.25,4921.1,Wilsonborough,2024-05-18,-1215.71,-42.39
C001405,Ashley Jackson,32,32,monthly,4922.54,7507.04,South Juan,2023-11-05,-1794.7,-45.97
C001406,Ryan Parker,35,42,monthly,4717.71,7761.26,Bakerborough,2024-05-09,-1477.89,-25.44
C001407,Gary Roberts,21,5,monthly,3335.81,4252.97,New Patriciaburgh,2024-09-23,-1438.27,-36.6
C001408,Joseph Reynolds,41,4,biweekly,3998.7,4998.44,North John,2024-02-05,-1125.74,-18.6
C001409,Robert Kelly,41,52,monthly,3857.92,7229.5,Gatestown,2024-07-08,-1362.11,-42.87
C001410,Jeffrey Kelly,31,46,biweekly,2393.21,5171.85,Davidside,2024-10-13,-547.55,-21.55
C001411,Kristine Gonzalez,53,13,biweekly,2712.01,3904.42,Melissaport,2024-03-27,-1080.97,-87.15
C001412,Wanda Vance,41,28,monthly,3747.01,5896.41,Nicolemouth,2023-05-27,-1234.02,-55.08
C001413,Timothy Washington,26,50,biweekly,5944.94,9633.93,Port Roberthaven,2024-08-01,-1954.32,-53.08
C001414,Nicholas Drake,39,28,monthly,3493.69,5592.42,North Annetown,2024-02-22,-1499.28,-38.9
C001415,Monica Hall,23,35,monthly,4246.27,6845.52,North Darrylport,2024-09-16,-1001.46,-66.63
C001416,Richard Stephens,19,11,monthly,4320.77,5734.92,Petersstad,2024-01-01,-780.81,-42.94
C001417,Scott Hodges,30,37,biweekly,4777.77,7583.33,East Alexis,2023-06-14,-1362.03,-63.04
C001418,Rachel Anderson,19,28,monthly,4416.74,6700.09,Lake Heatherchester,2023-07-03,-1814.86,-48.35
C001419,Kelly Perez,24,9,monthly,4037.15,5294.58,Lake Nicholas,2024-11-09,-1470.42,-59.29
C001420,John Hopkins,28,16,monthly,4069.0,5682.8,Gomezville,2024-04-02,-1502.13,-18.6
C001421,James Morris,35,55,monthly,5266.89,9070.26,New Angelashire,2024-06-07,-1290.43,-35.61
C001422,Autumn Ball,41,54,monthly,3240.92,6589.11,Martinezborough,2024-05-25,-880.88,-63.75
C001423,Krystal Turner,31,32,monthly,3866.71,6240.05,Nicholsport,2023-08-11,-1458.11,-69.77
C001424,Timothy Jones,49,19,monthly,5082.53,7049.04,Lake Bryan,2024-02-17,-1746.3,-73.09
C001425,Jacqueline Adams,34,38,monthly,3995.22,6694.27,North Heather,2023-04-29,-1555.39,-46.72
C001426,Patrick Contreras,34,26,monthly,4231.26,6377.52,Lake Karenshire,2024-01-14,-1470.87,-77.07
C001427,Lisa Clark,46,73,biweekly,4237.06,8734.47,Benjaminfurt,2023-12-28,-1078.64,-48.88
C001428,Harry Patel,48,74,monthly,4625.12,9250.15,Loriborough,2024-05-23,-1766.98,-25.54
C001429,Robert Bailey,19,43,monthly,1258.25,3659.91,Hendersonfort,2023-12-01,-444.75,-41.71
C001430,Anthony Rich,40,22,monthly,1877.02,3352.42,Martinfort,2023-09-17,-680.88,-18.6
C001431,Melissa Casey,48,1,biweekly,4484.03,5430.83,New Brendafort,2024-01-08,-1148.1,-63.41
C001432,Cassandra Reyes,24,18,monthly,4136.67,5864.01,Gabriellaside,2023-11-21,-1332.45,-76.64
C001433,Sara Hurst,34,26,monthly,4778.99,7034.79,Crawfordhaven,2023-10-04,-1725.75,-53.03
C001434,Eileen Villa,32,23,monthly,4396.58,6425.9,Jonesshire,2023-05-28,-1219.65,-55.41
C001435,Michael Eaton,55,18,monthly,4145.55,5874.66,Knoxchester,2023-05-18,-1194.56,-18.6
C001436,Brittany Hall,47,40,monthly,6162.18,9394.61,Codytown,2024-07-29,-924.33,-55.28
C001437,Katherine Braun,46,1,monthly,5238.88,6336.66,Sandersmouth,2024-02-20,-2445.12,-65.1
C001438,Caitlyn Ward,39,1,biweekly,2038.06,2495.67,Pamelaburgh,2023-06-19,-879.44,-62.73
C001439,Michelle Frank,26,23,monthly,2391.54,4019.85,South Stacieland,2023-11-30,-656.25,-75.44
C001440,Amy Burns,31,11,monthly,3033.37,4190.04,Jacobbury,2024-11-23,-804.2,-19.36
C001441,Karina Hartman,46,55,monthly,4202.52,7793.02,Zacharyfort,2024-12-10,-1081.41,-51.04
C001442,Cody Ford,45,29,monthly,1763.61,3566.33,Cherylville,2023-05-21,-551.92,-84.16
C001443,Laura Parker,32,18,monthly,4770.78,6624.93,Tylerside,2024-10-27,-1442.2,-61.8
C001444,Vicki Nelson,41,1,monthly,5237.51,6335.01,Heidimouth,2024-04-05,-1824.55,-56.45
C001445,Norman Lee,51,43,monthly,5332.47,8548.97,South Fredericktown,2024-04-17,-1242.57,-35.55
C001446,Mary Fernandez,37,26,monthly,4991.43,7289.71,West Mark,2023-06-11,-1220.31,-39.33
C001447,Richard Rowe,29,35,monthly,7009.81,10161.77,Sheribury,2023-12-23,-3437.04,-50.47
C001448,Michelle Holmes,26,13,biweekly,2694.55,3883.46,Emilyshire,2024-10-21,-646.39,-52.1
C001449,Mario Bond,25,16,monthly,4212.05,5854.45,Phillipview,2024-11-26,-1242.81,-69.34
C001450,Phillip Richardson,45,21,monthly,4927.73,6963.28,Port Matthewstad,2023-11-12,-1763.63,-45.68
C001451,William Ochoa,19,1,monthly,4440.36,5378.43,Rodriguezton,2023-09-05,-1725.97,-57.78
C001452,Rachael Jordan,41,16,monthly,3748.13,5297.75,Brownfurt,2024-05-23,-1144.45,-52.24
C001453,Kristen Eaton,48,24,biweekly,4743.94,6892.73,Lake Lisatown,2024-05-20,-1176.38,-72.89
C001454,Donald Cline,35,38,monthly,2527.53,4933.03,Davidsonhaven,2024-01-15,-930.81,-68.65
C001455,Susan Holder,22,50,monthly,4485.83,7882.99,North Laurieview,2023-10-13,-1545.53,-39.0
C001456,Lisa Lawson,42,1,monthly,4341.36,5259.63,West Chloeborough,2024-07-23,-1748.17,-68.86
C001457,Susan Branch,27,19,monthly,4306.35,6117.62,Ellisborough,2023-11-23,-1609.27,-76.24
C001458,Daniel Lopez,44,32,biweekly,3453.25,5743.9,North Betty,2024-07-02,-781.74,-81.62
C001459,David Johnson,27,48,biweekly,4070.34,7284.4,East Joe,2024-08-18,-1138.69,-39.7
C001460,John Johnston,24,23,monthly,3493.65,5342.38,Ellisfort,2023-07-08,-875.52,-61.7
C001461,Evan Davis,43,39,monthly,4747.84,7647.41,East Savannah,2023-05-24,-1464.97,-65.41
C001462,Katherine Guerra,41,14,monthly,2549.6,3759.52,West Victor,2023-10-17,-492.06,-68.71
C001463,Karen Brown,31,1,monthly,5843.9,7062.68,Port Carolynport,2024-09-22,-2071.21,-88.45
C001464,Christine Morales,37,15,monthly,6805.44,8916.53,East Antonio,2023-09-28,-1857.3,-81.33
C001465,Bruce Freeman,30,1,biweekly,4818.03,5831.63,New Amy,2023-09-13,-1702.54,-95.68
C001466,Bruce Mathis,34,3,monthly,5570.91,6835.09,South Kristinstad,2023-08-23,-2618.39,-61.35
C001467,Jorge Jordan,35,21,monthly,5724.29,7919.14,Jackiehaven,2024-02-27,-1963.6,-34.38
C001468,Edward Richardson,29,25,biweekly,5084.33,7351.2,Millerview,2024-12-06,-1507.59,-58.4
C001469,Theresa Hale,35,18,monthly,5654.08,7684.9,Michaelburgh,2023-07-30,-2336.43,-69.84
C001470,Mrs. Jennifer Ellison,19,50,biweekly,5770.93,9425.12,South David,2024-01-05,-1097.79,-67.51
C001471,Shannon Moses,31,32,monthly,5444.66,8133.6,Jennifertown,2023-03-28,-1455.12,-42.85
C001472,Robert Lewis,51,39,monthly,5680.2,8766.24,Gregoryfort,2023-04-01,-2305.45,-49.53
C001473,Whitney Peterson,41,1,monthly,2463.11,3005.73,East Roberttown,2023-05-10,-957.32,-67.63
C001474,Tyler Smith,38,1,biweekly,4303.68,5214.42,Martinezborough,2024-10-04,-1671.8,-66.78
C001475,Toni Wolfe,34,24,monthly,4959.38,7151.25,Port Kenneth,2023-08-10,-1613.79,-82.14
C001476,Jennifer Mendoza,28,35,biweekly,2729.89,5025.87,Perezton,2024-04-15,-837.94,-45.1
C001477,Thomas Henry,51,44,monthly,3666.73,6600.08,New Brandon,2023-05-19,-737.02,-49.52
C001478,Richard Olsen,38,6,monthly,4328.25,5493.91,Lake Rick,2024-01-09,-1702.53,-54.82
C001479,Amanda Smith,34,42,monthly,3432.8,6219.36,South Mark,2024-08-09,-1020.92,-36.97
C001480,James Wilson,39,10,monthly,6897.73,8777.28,New Cynthialand,2024-03-25,-1788.84,-51.52
C001481,Jonathan Roberts,43,16,biweekly,4694.69,6433.62,Gonzalezbury,2024-10-19,-1681.39,-31.82
C001482,Roger Burns,39,23,monthly,5359.16,7580.99,Lake Joestad,2023-03-31,-1130.46,-48.25
C001483,Nancy Price,26,3,monthly,3651.93,4532.31,North Dominique,2024-04-19,-918.13,-29.58
C001484,Julie Parker,36,45,monthly,4418.69,7552.43,Lake Gary,2023-07-02,-1547.79,-62.07
C001485,Laura Carrillo,27,31,biweekly,4866.42,7389.71,Johnsonview,2024-06-19,-1651.42,-51.5
C001486,Chase White,44,59,monthly,3117.15,6690.58,East Tammychester,2023-06-24,-1004.19,-60.8
C001487,Benjamin Willis,40,23,biweekly,5494.03,7742.84,Port Donald,2024-09-14,-1741.86,-53.55
C001488,Ryan Juarez,48,1,monthly,2560.97,3123.17,South Andrea,2024-06-23,-681.58,-39.26
C001489,Teresa Perry,25,61,biweekly,5429.87,9565.85,Wilsonton,2024-04-01,-2406.17,-85.65
C001490,Jacob Moreno,47,43,monthly,4982.61,8129.13,Port Alexaside,2023-07-14,-1479.47,-45.8
C001491,Faith Roberson,32,7,biweekly,5516.28,6969.53,North Jamie,2024-09-26,-1868.48,-38.08
C001492,Rachel Phillips,45,24,monthly,3145.62,4974.75,Schmidtview,2023-11-03,-471.84,-48.75
C001493,Anthony Scott,38,39,biweekly,2560.99,5023.19,Maryfort,2024-05-11,-630.53,-69.46
C001494,Cheryl Huffman,50,9,monthly,4999.99,6449.99,East Lindsaystad,2023-07-13,-1140.98,-65.16
C001495,Jeffery Coffey,26,38,biweekly,5610.38,8632.46,Angelaville,2024-12-04,-1738.12,-61.38
C001496,Robert Reed,25,14,monthly,5489.98,7287.97,Lake Nicholechester,2024-05-31,-1058.09,-55.04
C001497,Lori Ho,38,11,biweekly,4073.65,5438.38,West Scott,2024-02-10,-910.47,-43.24
C001498,Elizabeth Rodriguez,46,46,monthly,3142.15,6070.59,Carpenterburgh,2023-12-09,-950.76,-51.71
C001499,Ashley Cross,51,32,monthly,4275.3,6730.36,Archerburgh,2024-06-08,-1375.19,-63.81
C001500,Robert Martin,27,27,monthly,5179.5,7565.39,Davidside,2024-08-15,-1778.3,-65.15
C001501,Madison Brown,52,30,monthly,4378.12,6753.74,Paulhaven,2024-06-14,-2019.35,-56.58
C001502,Paula Richardson,41,30,biweekly,4750.03,7200.03,Gilltown,2024-08-10,-1090.82,-90.12
C001503,Kelli Martin,31,24,monthly,6864.73,9437.68,North Jamiehaven,2024-04-14,-1125.73,-45.54
C001504,Allison James,39,11,monthly,4570.6,6034.72,North Rogerland,2023-11-07,-1267.57,-65.43
C001505,Jennifer Dillon,48,37,monthly,3672.42,6256.9,New David,2023-12-30,-1214.65,-67.15
C001506,Taylor Bryant,28,18,monthly,2903.86,4384.63,East Megan,2023-12-20,-998.08,-24.19
C001507,Julie Ramos,35,30,monthly,5524.8,8129.76,Lake Trevor,2023-07-29,-1690.26,-57.61
C001508,Lori Wise,33,29,monthly,2442.54,4381.04,New Margaret,2024-11-20,-580.93,-56.07
C001509,David Morris,25,1,monthly,4531.59,5487.91,Katherinemouth,2024-04-14,-1561.71,-46.56
C001510,David Harvey,36,17,monthly,4122.09,5796.51,Anthonyfurt,2023-07-19,-1392.24,-68.51
C001511,Mindy Ferguson,34,23,monthly,4694.37,6783.25,Lake Rachel,2024-05-16,-1967.81,-69.42
C001512,Teresa Miller,46,14,monthly,2647.39,3876.87,North Anita,2023-03-21,-768.04,-42.01
C001513,Robert Jensen,22,55,monthly,3003.85,6354.62,New David,2023-07-11,-759.2,-50.57
C001514,Stephanie Hall,31,39,monthly,2668.13,5151.76,Port Joshuamouth,2023-03-30,-671.97,-41.9
C001515,Dana Nelson,19,13,monthly,4678.86,6264.63,Davismouth,2023-12-22,-2112.3,-44.29
C001516,Meghan Wade,30,11,biweekly,4889.32,6417.18,West Stevenmouth,2023-03-01,-1605.14,-73.37
C001517,Karen Wood,49,31,monthly,5135.33,7712.39,Ayersville,2024-04-26,-1597.14,-54.2
C001518,Brandi Chapman,25,16,biweekly,1946.03,3135.23,Port Ashleyton,2023-05-19,-452.05,-56.62
C001519,Mark Mcbride,44,34,monthly,4757.11,7408.53,Thomasville,2024-07-30,-1190.6,-41.19
C001520,Tracy Williams,44,10,monthly,4556.71,5968.05,New Stevenville,2024-04-06,-1115.57,-57.16
C001521,Michele Cordova,34,1,monthly,4750.66,5750.79,South James,2024-12-12,-1209.52,-38.03
C001522,Charles Guerra,29,17,monthly,3260.87,4763.05,Matthewview,2024-11-03,-1007.61,-58.91
C001523,Mrs. Megan Wright MD,34,22,monthly,3263.09,5015.71,Bethanychester,2023-06-11,-757.11,-75.92
C001524,Thomas Medina,29,24,monthly,5387.09,7664.5,Kristaburgh,2024-06-29,-1303.43,-58.08
C001525,Christopher Peterson,31,1,biweekly,5234.54,6331.45,Thompsonborough,2024-07-15,-2119.44,-39.92
C001526,Amber Young,37,57,biweekly,4743.31,8541.97,Dunnport,2024-08-05,-1575.65,-72.97
C001527,Matthew Leblanc,41,65,biweekly,5417.38,9750.85,Jonberg,2024-10-10,-1999.33,-21.43
C001528,Kari Hart,31,19,biweekly,4241.17,6039.4,Christinemouth,2023-08-07,-1171.18,-48.2
C001529,Michael Martin,47,13,monthly,5056.1,6717.32,Sarahchester,2024-08-04,-1854.23,-50.59
C001530,Becky Webster,19,50,monthly,3248.9,6398.68,Olsonchester,2023-12-15,-1114.75,-51.03
C001531,Wesley Williams,45,27,monthly,3856.96,5978.35,Jenniferville,2023-05-16,-966.25,-25.47
C001532,Robert Golden,27,57,biweekly,2810.24,6222.29,Leeberg,2023-03-14,-959.69,-42.06
C001533,Robert Joseph,49,1,monthly,5965.9,7209.08,Lake Steven,2024-01-05,-2050.73,-42.31
C001534,Andrew Richardson,24,22,monthly,3944.29,5833.15,Georgeton,2023-03-06,-916.97,-105.73
C001535,Michael Bowman DVM,33,29,biweekly,3123.12,5197.75,Martinburgh,2023-10-25,-1075.87,-56.89
C001536,Justin Garcia,56,4,biweekly,1930.5,2516.6,North Kathyville,2023-11-18,-599.05,-53.01
C001537,Terry Walker,32,17,monthly,4113.74,5786.48,West Matthew,2024-02-08,-1119.0,-30.07
C001538,Michele Carrillo,19,7,monthly,2488.97,3336.76,South Jeffery,2023-11-14,-678.79,-36.36
C001539,Christian Taylor,30,42,biweekly,6613.23,10035.88,Harrisonfort,2024-02-07,-2413.48,-61.58
C001540,James Phillips,36,17,biweekly,4313.63,6026.35,Port Tracyville,2024-06-26,-1732.76,-18.6
C001541,Martha Solomon MD,19,46,monthly,4045.3,7154.36,Princeberg,2023-05-26,-1574.7,-33.71
C001542,Theresa Perez,34,28,monthly,4953.04,7343.64,North Amy,2024-02-20,-2067.3,-76.36
C001543,Ashley Rodriguez,29,5,monthly,5552.08,6912.5,Nancymouth,2023-06-11,-1560.51,-49.98
C001544,Margaret Pugh,38,16,monthly,3453.59,4944.31,Ryantown,2023-05-25,-1315.33,-37.39
C001545,Laura Price,39,13,biweekly,5730.62,7526.75,Richardsonton,2024-02-01,-1766.84,-33.77
C001546,Michael Medina,35,21,biweekly,1200.0,2490.0,Meredithfort,2024-11-15,-437.52,-68.83
C001547,Jerry Patel,19,13,monthly,3603.86,4974.63,Chadfurt,2024-03-05,-771.55,-78.88
C001548,Samuel Roberts,38,14,monthly,4452.11,6042.53,Nathanielberg,2023-06-20,-1392.54,-61.46
C001549,Susan Jordan,38,25,monthly,4641.54,6819.85,Ballardview,2024-11-03,-1137.91,-18.6
C001550,Amber Davis,28,20,biweekly,2227.94,3673.53,New Antoniofurt,2023-11-19,-399.0,-70.37
C001551,Melissa Lutz,30,32,monthly,5579.38,8295.25,Rebeccafort,2024-06-17,-2188.85,-24.24
C001552,April Baldwin,24,25,biweekly,3041.6,4899.92,New Nicholas,2024-06-19,-1123.93,-63.33
C001553,Cody Perkins,34,7,monthly,1657.13,2338.55,Raymondland,2023-08-12,-676.33,-32.77
C001554,Mercedes Valdez,19,29,monthly,5991.41,8639.69,Jasonstad,2023-05-22,-1823.09,-71.66
C001555,Michele Nguyen,45,1,biweekly,4049.5,4909.4,South Gwendolyn,2024-11-30,-1464.22,-36.2
C001556,Kevin Murphy,41,12,biweekly,4796.45,6355.74,East Jeffery,2024-01-09,-1553.69,-44.36
C001557,Robert Marquez,36,36,biweekly,5328.95,8194.73,West Craighaven,2023-09-02,-1867.39,-19.84
C001558,Melissa Mullins,43,9,monthly,2218.36,3112.04,Mcculloughshire,2024-06-27,-667.17,-61.87
C001559,Anthony Dixon,42,18,monthly,5885.57,7962.69,North Charles,2024-10-22,-2102.14,-72.24
C001560,Heather Williams,48,67,monthly,3384.43,7411.32,New Lauraport,2024-07-14,-701.95,-32.93
C001561,Justin Rodriguez,42,15,biweekly,3688.55,5176.26,Meadowsstad,2024-02-06,-1213.33,-34.66
